"ID";"Geslacht";"RegioS";"Perioden";"BevolkingOp1Januari_1";"Bevolkingsdichtheid_2";"LevendGeborenKinderen_3";"LevendGeborenKinderenRelatief_4";"Overledenen_5";"OverledenenRelatief_6";"Geboorteoverschot_7";"TotaalVestiging_8";"TotaalVestigingRelatief_9";"Immigratie_10";"UitAndereGemeente_11";"TotaalVertrekInclusiefCorrecties_12";"TotaalVertrekInclusiefCoRelatief_13";"EmigratieInclusiefAdministratieveC_14";"SaldoAdministratieveCorrecties_15";"NaarAndereGemeente_16";"VestigingsoverschotInclusiefCorrecties_17";"TotaleGroei_18";"TotaleGroeiRelatief_19";"BevolkingOp31December_20"
"5425";"T001038";"GM0306";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5426";"T001038";"GM0306";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5427";"T001038";"GM0306";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5428";"T001038";"GM0306";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5485";"T001038";"GM0307";"2016JJ00";"  153602";"    2447";"    1801";"    11.7";"    1077";"     7.0";"     724";"    7621";"    49.5";"     868";"    6753";"    7616";"    49.5";"     887";"    -140";"    6729";"       5";"     735";"     4.8";"  154337"
"5486";"T001038";"GM0307";"2017JJ00";"  154337";"    2459";"    1792";"    11.6";"    1094";"     7.1";"     698";"    7821";"    50.5";"     913";"    6908";"    7631";"    49.3";"     849";"     -78";"    6782";"     190";"     889";"     5.8";"  155226"
"5487";"T001038";"GM0307";"2018JJ00";"  155226";"    2479";"    1793";"    11.5";"    1126";"     7.2";"     667";"    7807";"    50.1";"     977";"    6830";"    7418";"    47.6";"     734";"    -111";"    6684";"     389";"    1060";"     6.8";"  156286"
"5488";"T001038";"GM0307";"2019JJ00";"  156286";"    2496";"    1744";"    11.1";"    1082";"     6.9";"     662";"    7705";"    49.1";"    1090";"    6615";"    7376";"    47.0";"     807";"    -125";"    6569";"     329";"     990";"     6.3";"  157276"
"5489";"T001038";"GM0307";"2020JJ00";"  157276";"    2512";"    1691";"    10.7";"    1153";"     7.3";"     538";"    7493";"    47.6";"     876";"    6617";"    7835";"    49.8";"     623";"     -54";"    7212";"    -342";"     186";"     1.2";"  157462"
"5546";"T001038";"GM0486";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5547";"T001038";"GM0486";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5548";"T001038";"GM0486";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5549";"T001038";"GM0486";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5550";"T001038";"GM0486";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5607";"T001038";"GM0198";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5608";"T001038";"GM0198";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5609";"T001038";"GM0198";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5610";"T001038";"GM0198";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5611";"T001038";"GM0198";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5668";"T001038";"GM0362";"2016JJ00";"   88602";"    2150";"     898";"    10.1";"     853";"     9.6";"      45";"    9706";"   109.1";"    3713";"    5993";"    9063";"   101.9";"    3267";"    -467";"    5796";"     643";"     692";"     7.8";"   89294"
"5669";"T001038";"GM0362";"2017JJ00";"   89294";"    2167";"     809";"     9.0";"     844";"     9.4";"     -35";"   10330";"   115.3";"    4251";"    6079";"    9720";"   108.5";"    3398";"    -325";"    6322";"     610";"     576";"     6.5";"   89870"
"5670";"T001038";"GM0362";"2018JJ00";"   89870";"    2185";"     821";"     9.1";"     792";"     8.8";"      29";"   10822";"   119.8";"    4597";"    6225";"    9877";"   109.3";"    3521";"    -360";"    6356";"     945";"     968";"    10.8";"   90838"
"5671";"T001038";"GM0362";"2019JJ00";"   90838";"    2209";"     809";"     8.9";"     790";"     8.7";"      19";"   11193";"   122.7";"    4998";"    6195";"   10364";"   113.6";"    3449";"    -313";"    6915";"     829";"     837";"     9.2";"   91675"
"5672";"T001038";"GM0362";"2020JJ00";"   91675";"    2229";"     786";"     8.6";"     916";"    10.0";"    -130";"    9656";"   105.8";"    3454";"    6202";"   10370";"   113.6";"    3213";"    -203";"    7157";"    -714";"    -846";"    -9.2";"   90829"
"5729";"T001038";"GM0884";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5730";"T001038";"GM0884";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5731";"T001038";"GM0884";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5732";"T001038";"GM0884";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5733";"T001038";"GM0884";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5790";"T001038";"GM0363";"2016JJ00";"  833624";"    5042";"   11023";"    13.1";"    5517";"     6.6";"    5506";"   67725";"    80.7";"   29613";"   38112";"   61888";"    73.7";"   19676";"   -1423";"   42212";"    5837";"   11323";"    13.6";"  844947"
"5791";"T001038";"GM0363";"2017JJ00";"  844947";"    5111";"   10857";"    12.8";"    5169";"     6.1";"    5688";"   70866";"    83.4";"   34581";"   36285";"   67436";"    79.4";"   22279";"   -3991";"   45157";"    3430";"    9100";"    10.8";"  854047"
"5792";"T001038";"GM0363";"2018JJ00";"  854047";"    5160";"   10661";"    12.4";"    5374";"     6.3";"    5287";"   73596";"    85.7";"   38829";"   34767";"   69918";"    81.4";"   23312";"   -2899";"   46606";"    3678";"    8918";"    10.4";"  862965"
"5793";"T001038";"GM0363";"2019JJ00";"  862965";"    5214";"   10588";"    12.2";"    5248";"     6.0";"    5340";"   77607";"    89.4";"   42022";"   35585";"   73121";"    84.3";"   23770";"   -2173";"   49351";"    4486";"    9792";"    11.3";"  872757"
"5794";"T001038";"GM0363";"2020JJ00";"  872757";"    5273";"   10345";"    11.8";"    5763";"     6.6";"    4582";"   69363";"    79.4";"   30917";"   38446";"   73310";"    84.0";"   21060";"     -64";"   52250";"   -3947";"     581";"     0.7";"  873338"
"5851";"T001038";"GM0742";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5852";"T001038";"GM0742";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5853";"T001038";"GM0742";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5854";"T001038";"GM0742";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5855";"T001038";"GM0742";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5912";"T001038";"GM0364";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5913";"T001038";"GM0364";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5914";"T001038";"GM0364";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5915";"T001038";"GM0364";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5916";"T001038";"GM0364";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5973";"T001038";"GM0199";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5974";"T001038";"GM0199";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5975";"T001038";"GM0199";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5976";"T001038";"GM0199";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5977";"T001038";"GM0199";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6034";"T001038";"GM1014";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6035";"T001038";"GM1014";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6036";"T001038";"GM1014";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6037";"T001038";"GM1014";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6038";"T001038";"GM1014";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6095";"T001038";"GM0105";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6096";"T001038";"GM0105";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6097";"T001038";"GM0105";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6098";"T001038";"GM0105";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6099";"T001038";"GM0105";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6156";"T001038";"GM0366";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6157";"T001038";"GM0366";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6158";"T001038";"GM0366";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6159";"T001038";"GM0366";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6160";"T001038";"GM0366";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6217";"T001038";"GM0200";"2016JJ00";"  159025";"     468";"    1562";"     9.8";"    1577";"     9.9";"     -15";"    6614";"    41.5";"     861";"    5753";"    5574";"    34.9";"     756";"    -163";"    4818";"    1040";"    1022";"     6.4";"  160047"
"6218";"T001038";"GM0200";"2017JJ00";"  160047";"     471";"    1504";"     9.4";"    1524";"     9.5";"     -20";"    6841";"    42.6";"    1116";"    5725";"    5707";"    35.5";"     705";"    -210";"    5002";"    1134";"    1109";"     6.9";"  161156"
"6219";"T001038";"GM0200";"2018JJ00";"  161156";"     474";"    1509";"     9.3";"    1581";"     9.8";"     -72";"    6856";"    42.4";"    1207";"    5649";"    5498";"    34.0";"     641";"    -129";"    4857";"    1358";"    1289";"     8.0";"  162445"
"6220";"T001038";"GM0200";"2019JJ00";"  162445";"     478";"    1521";"     9.3";"    1614";"     9.9";"     -93";"    7026";"    43.1";"    1152";"    5874";"    5553";"    34.0";"     836";"    -213";"    4717";"    1473";"    1373";"     8.5";"  163818"
"6221";"T001038";"GM0200";"2020JJ00";"  163818";"     482";"    1530";"     9.3";"    1780";"    10.8";"    -250";"    7335";"    44.6";"     997";"    6338";"    6123";"    37.3";"     656";"    -155";"    5467";"    1212";"     963";"     5.9";"  164781"
"6278";"T001038";"GM0201";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6279";"T001038";"GM0201";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6280";"T001038";"GM0201";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6281";"T001038";"GM0201";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6282";"T001038";"GM0201";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6339";"T001038";"GM0003";"2016JJ00";"   12001";"     505";"     108";"     9.0";"     173";"    14.4";"     -65";"     727";"    60.7";"      62";"     665";"     692";"    57.7";"      48";"     -16";"     644";"      35";"     -30";"    -2.5";"   11971"
"6340";"T001038";"GM0003";"2017JJ00";"   11971";"     503";"      93";"     7.8";"     152";"    12.8";"     -59";"     586";"    49.3";"      29";"     557";"     698";"    58.7";"      27";"     -10";"     671";"    -112";"    -170";"   -14.2";"   11801"
"6341";"T001038";"GM0003";"2018JJ00";"   11801";"     496";"      85";"     7.2";"     143";"    12.2";"     -58";"     601";"    51.1";"      40";"     561";"     626";"    53.2";"      24";"      -9";"     602";"     -25";"     -80";"    -6.8";"   11721"
"6342";"T001038";"GM0003";"2019JJ00";"   11721";"     493";"      79";"     6.8";"     157";"    13.4";"     -78";"     605";"    51.8";"      47";"     558";"     606";"    51.9";"      32";"       2";"     574";"      -1";"     -79";"    -6.7";"   11642"
"6343";"T001038";"GM0003";"2020JJ00";"   11642";"     490";"      75";"     6.5";"     157";"    13.6";"     -82";"     619";"    53.5";"      51";"     568";"     696";"    60.2";"      15";"       2";"     681";"     -77";"    -146";"   -12.5";"   11496"
"6400";"T001038";"GM0885";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6401";"T001038";"GM0885";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6402";"T001038";"GM0885";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6403";"T001038";"GM0885";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6404";"T001038";"GM0885";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6461";"T001038";"GM0487";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6462";"T001038";"GM0487";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6463";"T001038";"GM0487";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6464";"T001038";"GM0487";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6465";"T001038";"GM0487";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6522";"T001038";"GM0649";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6523";"T001038";"GM0649";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6524";"T001038";"GM0649";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6525";"T001038";"GM0649";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6526";"T001038";"GM0649";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6583";"T001038";"GM0202";"2016JJ00";"  153818";"    1571";"    1701";"    11.0";"    1226";"     7.9";"     475";"   13241";"    85.6";"    2927";"   10314";"   11841";"    76.5";"    1487";"    -412";"   10354";"    1400";"    1881";"    12.2";"  155699"
"6584";"T001038";"GM0202";"2017JJ00";"  155699";"    1590";"    1640";"    10.5";"    1282";"     8.2";"     358";"   12887";"    82.4";"    2753";"   10134";"   11719";"    74.9";"    1465";"    -468";"   10254";"    1168";"    1524";"     9.8";"  157223"
"6585";"T001038";"GM0202";"2018JJ00";"  157223";"    1607";"    1668";"    10.5";"    1371";"     8.7";"     297";"   12937";"    81.8";"    3032";"    9905";"   11206";"    70.8";"    1325";"    -231";"    9881";"    1731";"    2042";"    13.0";"  159265"
"6586";"T001038";"GM0202";"2019JJ00";"  159265";"    1628";"    1590";"     9.9";"    1327";"     8.3";"     263";"   14360";"    89.6";"    4768";"    9592";"   12552";"    78.3";"    1217";"     -78";"   11335";"    1808";"    2083";"    13.1";"  161348"
"6587";"T001038";"GM0202";"2020JJ00";"  161348";"    1649";"    1600";"     9.9";"    1406";"     8.7";"     194";"   13181";"    81.4";"    3424";"    9757";"   12314";"    76.1";"    1283";"    -201";"   11031";"     867";"    1076";"     6.7";"  162424"
"6644";"T001038";"GM0488";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6645";"T001038";"GM0488";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6646";"T001038";"GM0488";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6647";"T001038";"GM0488";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6648";"T001038";"GM0488";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6705";"T001038";"GM0106";"2016JJ00";"   67061";"     819";"     660";"     9.8";"     617";"     9.2";"      43";"    3793";"    56.4";"     535";"    3258";"    3334";"    49.5";"     293";"     -44";"    3041";"     459";"     490";"     7.3";"   67551"
"6706";"T001038";"GM0106";"2017JJ00";"   67551";"     825";"     625";"     9.2";"     681";"    10.1";"     -56";"    3716";"    54.9";"     300";"    3416";"    3493";"    51.6";"     220";"     -39";"    3273";"     223";"     157";"     2.3";"   67708"
"6707";"T001038";"GM0106";"2018JJ00";"   67708";"     827";"     588";"     8.7";"     698";"    10.3";"    -110";"    3762";"    55.5";"     377";"    3385";"    3389";"    50.0";"     247";"     -15";"    3142";"     373";"     255";"     3.8";"   67963"
"6708";"T001038";"GM0106";"2019JJ00";"   67963";"     830";"     576";"     8.4";"     657";"     9.6";"     -81";"    4033";"    59.1";"     752";"    3281";"    3309";"    48.5";"     227";"     -20";"    3082";"     724";"     636";"     9.4";"   68599"
"6709";"T001038";"GM0106";"2020JJ00";"   68599";"     838";"     654";"     9.5";"     683";"     9.9";"     -29";"    3732";"    54.3";"     298";"    3434";"    3464";"    50.4";"     192";"     -28";"    3272";"     268";"     237";"     3.5";"   68836"
"6766";"T001038";"GM0367";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6767";"T001038";"GM0367";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6768";"T001038";"GM0367";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6769";"T001038";"GM0367";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6770";"T001038";"GM0367";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6827";"T001038";"GM0743";"2016JJ00";"   16580";"     236";"     136";"     8.2";"     150";"     9.0";"     -14";"     888";"    53.3";"     232";"     656";"     741";"    44.5";"     198";"     -29";"     543";"     147";"     134";"     8.1";"   16714"
"6828";"T001038";"GM0743";"2017JJ00";"   16714";"     238";"     151";"     9.0";"     152";"     9.1";"      -1";"     825";"    49.4";"     201";"     624";"     817";"    48.9";"     159";"     -40";"     658";"       8";"       5";"     0.3";"   16719"
"6829";"T001038";"GM0743";"2018JJ00";"   16719";"     238";"     145";"     8.7";"     181";"    10.8";"     -36";"     754";"    45.1";"     169";"     585";"     724";"    43.3";"     175";"     -54";"     549";"      30";"      -9";"    -0.5";"   16710"
"6830";"T001038";"GM0743";"2019JJ00";"   16710";"     238";"     149";"     8.9";"     151";"     9.0";"      -2";"     816";"    48.8";"     286";"     530";"     802";"    48.0";"     205";"     -74";"     597";"      14";"      11";"     0.7";"   16721"
"6831";"T001038";"GM0743";"2020JJ00";"   16721";"     238";"     154";"     9.2";"     171";"    10.2";"     -17";"     832";"    49.6";"     189";"     643";"     724";"    43.2";"     202";"     -59";"     522";"     108";"      96";"     5.7";"   16817"
"6888";"T001038";"GM0368";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6889";"T001038";"GM0368";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6890";"T001038";"GM0368";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6891";"T001038";"GM0368";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6892";"T001038";"GM0368";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6949";"T001038";"GM0143";"2016JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6950";"T001038";"GM0143";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6951";"T001038";"GM0143";"2018JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6952";"T001038";"GM0143";"2019JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6953";"T001038";"GM0143";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
